#orth_id	prot_id
Rhizo13688	mll0899
Rhizo14081	mlr2091
Rhizo14080	mll2090
Rhizo14083	msr2097
Rhizo14082	mlr2092
Rhizo4685	RHE_PB00141
Rhizo4685	SMc04202
Rhizo4685	NGR_c19220
Rhizo4685	Smed_1858
Rhizo4685	mll7160
Rhizo4685	pRL90272
Rhizo4684	RHE_PB00140
Rhizo4684	Smed_0219
Rhizo4684	NGR_c02390
Rhizo4684	SMc02318
Rhizo4684	pRL90271
Rhizo4684	mlr8433
Rhizo4687	RHE_PB00143
Rhizo4687	mll6383
Rhizo4687	SMa2373
Rhizo4686	RHE_PB00142
Rhizo4686	mll9021
Rhizo4686	SMa2375
Rhizo4686	NGR_c36730
Rhizo4686	Smed_1104
Rhizo4681	RHE_PB00137
Rhizo4681	NGR_b02170
Rhizo4681	pRL90268
Rhizo4680	RHE_PB00136
Rhizo4680	pRL90267
Rhizo4683	RHE_PB00139
Rhizo4683	pRL90270
Rhizo4683	NGR_b02190
Rhizo4682	RHE_PB00138
Rhizo4682	NGR_b02180
Rhizo4682	pRL90269
Rhizo4455	RHE_PA00089
Rhizo4689	RHE_PB00145
Rhizo4689	Smed_2290
Rhizo4689	NGR_c23480
Rhizo4689	pRL90274
Rhizo4689	mll4945
Rhizo4688	RHE_PB00144
Rhizo4688	mlr2095
Rhizo4688	Smed_4248
Rhizo4688	pRL90273
Rhizo4688	NGR_c35930
Rhizo4688	SMc00340
Rhizo11538	RL3033
Rhizo4456	RHE_PA00090
Rhizo4429	RHE_PA00059
Rhizo4429	SM_b21661
Rhizo4428	RHE_PA00058
Rhizo4359	RHE_CH04114
Rhizo4359	SMc04095
Rhizo4359	Smed_3196
Rhizo4359	NGR_c33370
Rhizo4359	RL4730
Rhizo4359	mll5286
Rhizo4358	RHE_CH04113
Rhizo4358	Smed_3195
Rhizo4358	SMc04094
Rhizo4358	NGR_c33340
Rhizo4358	RL4728
Rhizo4358	mll3765
Rhizo3433	RHE_CH03165
Rhizo3433	SM_b20895
Rhizo3433	NGR_c24150
Rhizo3433	Smed_4473
Rhizo3433	mll5659
Rhizo3433	RL3617
Rhizo4352	RHE_CH04107
Rhizo4352	Smed_3189
Rhizo4352	NGR_c33280
Rhizo4352	SMc04088
Rhizo4352	RL4722
Rhizo4352	mlr4101
Rhizo4351	RHE_CH04106
Rhizo4351	SMc04087
Rhizo4351	Smed_3188
Rhizo4351	NGR_c33270
Rhizo4351	RL4721
Rhizo4351	mll4103
Rhizo4350	RHE_CH04105
Rhizo4350	NGR_c33260
Rhizo4350	SMc04085
Rhizo4350	Smed_3187
Rhizo4350	RL4720
Rhizo4350	mll4104
Rhizo4425	RHE_PA00054
Rhizo4425	pRL70119
Rhizo4356	RHE_CH04111
Rhizo4356	RL4726
Rhizo3435	RHE_CH03167
Rhizo3435	Smed_4471
Rhizo3435	SM_b20897
Rhizo3435	NGR_c24170
Rhizo3435	RL3619
Rhizo4354	RHE_CH04109
Rhizo4354	SMc04090
Rhizo4354	NGR_c33300
Rhizo4354	Smed_3191
Rhizo4354	RL4724
Rhizo4354	mlr4098
Rhizo15138	mlr5883
Rhizo15139	mlr5884
Rhizo15136	mlr5880
Rhizo15137	mlr5882
Rhizo15134	mlr5875
Rhizo15135	msr5877
Rhizo15132	msr8678
Rhizo15133	mlr5867
Rhizo15130	mll5844
Rhizo15131	mlr5845
Rhizo10748	pRL120657
Rhizo10749	pRL120675
Rhizo10749	Smed_5961
Rhizo10742	pRL120644
Rhizo10743	pRL120646
Rhizo10740	pRL120636
Rhizo10741	pRL120641
Rhizo10746	pRL120655
Rhizo10747	pRL120656
Rhizo10744	pRL120649
Rhizo10745	pRL120651
Rhizo8472	SMa2004
Rhizo8473	SMa2008
Rhizo8473	RL1233
Rhizo8470	SMa1993
Rhizo8471	SMa2002
Rhizo8476	SMa2014
Rhizo8477	SMa2015
Rhizo8474	SMa2009
Rhizo8474	RL1234
Rhizo8475	SMa2011
Rhizo14621	mll4029
Rhizo14620	mlr4028
Rhizo8478	SMa2019
Rhizo8479	SMa2020
Rhizo8479	pRL120291
Rhizo14625	mlr4033
Rhizo14624	mll4032
Rhizo14627	mll4037
Rhizo14626	msl8646
Rhizo15680	msl8712
Rhizo15681	mll7076
Rhizo15682	mll7078
Rhizo15683	mlr7086
Rhizo15684	mll7087
Rhizo15685	mll7088
Rhizo15686	mll7089
Rhizo15687	mlr7093
Rhizo15688	mlr7095
Rhizo15689	msr7097
Rhizo7246	SM_b21069
Rhizo7246	NGR_b13570
Rhizo8216	SMa1361
Rhizo8216	Smed_1340
Rhizo8217	SMa1362
Rhizo8214	SMa1328
Rhizo8214	NGR_b21380
Rhizo8215	SMa1356
Rhizo8212	SMa1292
Rhizo8212	NGR_c09780
Rhizo8213	SMa1294
Rhizo8213	NGR_c09770
Rhizo8213	Smed_6300
Rhizo8210	SMa1289
Rhizo8210	Smed_6297
Rhizo8210	NGR_c09800
Rhizo8211	SMa1291
Rhizo8211	NGR_c09790
Rhizo8211	Smed_6298
Rhizo8218	SMa1363
Rhizo8219	SMa1364
Rhizo10889	RL0169
Rhizo2748	RHE_CH02469
Rhizo2748	SMc04264
Rhizo2748	Smed_1733
Rhizo2748	RL2808
Rhizo2748	mll7889
Rhizo2749	RHE_CH02470
Rhizo2749	SMc04265
Rhizo2749	RL2809
Rhizo2749	NGR_c17940
Rhizo2749	Smed_1734
Rhizo10888	RL0156
Rhizo2742	RHE_CH02463
Rhizo2742	RL2800
Rhizo2742	mll1813
Rhizo2743	RHE_CH02464
Rhizo2743	RL2801
Rhizo2743	mll1812
Rhizo2740	RHE_CH02461
Rhizo2740	SMc04259
Rhizo2740	Smed_1728
Rhizo2740	NGR_c17830
Rhizo2740	mll3319
Rhizo2740	RL2796
Rhizo2741	RHE_CH02462
Rhizo2741	NGR_c17850
Rhizo2741	Smed_1730
Rhizo2741	SMc04260
Rhizo2741	RL2797
Rhizo2741	mlr3320
Rhizo2746	RHE_CH02467
Rhizo2746	RL2804
Rhizo2746	mlr5945
Rhizo2747	RHE_CH02468
Rhizo2747	Smed_1732
Rhizo2747	NGR_c17890
Rhizo2747	SMc04262
Rhizo2747	RL2807
Rhizo2747	mll3321
Rhizo2744	RHE_CH02465
Rhizo2744	RL2802
Rhizo2744	mlr1469
Rhizo2745	RHE_CH02466
Rhizo2745	RL2803
Rhizo789	RHE_CH00466
Rhizo789	NGR_c01110
Rhizo789	Smed_0103
Rhizo789	mlr7584
Rhizo789	SMc02170
Rhizo789	RL0490
Rhizo788	RHE_CH00465
Rhizo788	NGR_c01100
Rhizo788	SMc02171
Rhizo788	Smed_0102
Rhizo788	mlr7582
Rhizo788	RL0489
Rhizo12489	Smed_4287
Rhizo12488	Smed_4286
Rhizo785	RHE_CH00462
Rhizo785	Smed_6390
Rhizo784	RHE_CH00461
Rhizo787	RHE_CH00464
Rhizo787	Smed_0101
Rhizo787	NGR_c01090
Rhizo787	SMc02172
Rhizo787	mll7583
Rhizo787	RL0488
Rhizo786	RHE_CH00463
Rhizo786	NGR_c01080
Rhizo786	SMc02173
Rhizo786	Smed_0100
Rhizo786	RL0487
Rhizo786	mll7581
Rhizo781	RHE_CH00458
Rhizo780	RHE_CH00457
Rhizo783	RHE_CH00460
Rhizo783	mll2116
Rhizo783	pRL110508
Rhizo782	RHE_CH00459
Rhizo782	RL0485
Rhizo7320	SM_b21289
Rhizo7320	RL3512
Rhizo7320	mlr2595
Rhizo10881	RL0061
Rhizo4888	RHE_PC00180
Rhizo4888	NGR_b01670
Rhizo4888	pRL100425
Rhizo13133	Smed_1313
Rhizo10880	RL0045
Rhizo4739	RHE_PC00030
Rhizo4739	NGR_b16980
Rhizo4739	SMa0802
Rhizo4739	Smed_6247
Rhizo4739	pRL100250
Rhizo4739	mll2949
Rhizo125	RHE_PD00129
Rhizo125	SMa1998
Rhizo4738	RHE_PC00029
Rhizo4738	NGR_b16990
Rhizo4738	pRL100249
Rhizo4738	Smed_6248
Rhizo4738	SMa0800
Rhizo4738	mll6253
Rhizo16173	mll9109
Rhizo16172	mlr9108
Rhizo16171	mll9106
Rhizo16170	mll9102
Rhizo16177	mlr9115
Rhizo16176	msr9113
Rhizo16175	mlr9111
Rhizo16174	msr9110
Rhizo16179	mlr9117
Rhizo16178	mlr9116
Rhizo561	RHE_CH00235
Rhizo561	NGR_a02590
Rhizo561	mlr6326
Rhizo561	RL2167
Rhizo560	RHE_CH00234
Rhizo563	RHE_CH00237
Rhizo562	RHE_CH00236
Rhizo565	RHE_CH00239
Rhizo564	RHE_CH00238
Rhizo567	RHE_CH00241
Rhizo567	SMc02297
Rhizo566	RHE_CH00240
Rhizo569	RHE_CH00244
Rhizo569	NGR_c35970
Rhizo569	Smed_3465
Rhizo569	SMc00345
Rhizo569	mll3944
Rhizo569	RL0250
Rhizo568	RHE_CH00243
Rhizo568	RL0249
Rhizo12669	Smed_5464
Rhizo12668	Smed_5463
Rhizo4881	RHE_PC00173
Rhizo4881	pRL100418
Rhizo5444	RHE_PF00048
Rhizo5444	NGR_b11270
Rhizo5444	pRL120557
Rhizo5444	mll1715
Rhizo5444	SM_b20232
Rhizo5444	Smed_2314
Rhizo3406	RHE_CH03138
Rhizo3406	RL3581
Rhizo6119	SMc04432
Rhizo4736	RHE_PC00027
Rhizo4736	pRL100247
Rhizo4736	NGR_b17010
Rhizo4736	SMa0797
Rhizo4736	Smed_6250
Rhizo6449	SMc04341
Rhizo6449	mlr1996
Rhizo6449	Smed_1959
Rhizo6448	SMc04338
Rhizo6448	Smed_1958
Rhizo3407	RHE_CH03139
Rhizo3407	SM_b20873
Rhizo3407	NGR_c23960
Rhizo3407	RL3584
Rhizo3407	Smed_4491
Rhizo3407	mll5130
Rhizo6113	SMc02301
Rhizo6112	SMc02300
Rhizo6111	SMc02329
Rhizo6111	Smed_6515
Rhizo6110	SMc02298
Rhizo6117	SMc02304
Rhizo6117	NGR_c02210
Rhizo6117	Smed_0205
Rhizo6116	SMc02303
Rhizo6115	SMc04430
Rhizo6114	SMc02302
Rhizo3405	RHE_CH03137
Rhizo3405	RL3580
Rhizo2359	RHE_CH02073
Rhizo2359	RL2363
Rhizo2359	Smed_4770
Rhizo2359	SM_b21378
Rhizo2359	mlr1783
Rhizo2358	RHE_CH02072
Rhizo6382	SMc04293
Rhizo6382	mll0599
Rhizo6382	Smed_1751
Rhizo6382	pRL110448
Rhizo2355	RHE_CH02069
Rhizo2355	RL2346
Rhizo2354	RHE_CH02068
Rhizo2354	RL2345
Rhizo2357	RHE_CH02071
Rhizo2357	RL2348
Rhizo2356	RHE_CH02070
Rhizo2356	RL2347
Rhizo2351	RHE_CH02065
Rhizo2351	NGR_c00560
Rhizo2351	RL2974
Rhizo2351	mlr4323
Rhizo2350	RHE_CH02064
Rhizo2350	NGR_b15720
Rhizo2350	RL2342
Rhizo2353	RHE_CH02067
Rhizo2353	RL2344
Rhizo2352	RHE_CH02066
Rhizo2352	RL2343
Rhizo5602	RHE_PF00209
Rhizo5602	NGR_b23130
Rhizo5602	SM_b20326
Rhizo5602	Smed_3811
Rhizo5602	pRL120036
Rhizo3400	RHE_CH03132
Rhizo5603	RHE_PF00210
Rhizo5603	NGR_b23140
Rhizo5603	pRL120035
Rhizo5603	SM_b20325
Rhizo5603	Smed_3812
Rhizo3401	RHE_CH03133
Rhizo5600	RHE_PF00207
Rhizo5600	NGR_b23110
Rhizo5600	SM_b20328
Rhizo5600	Smed_3809
Rhizo5600	pRL120038
Rhizo3476	RHE_CH03209
Rhizo5601	RHE_PF00208
Rhizo5601	NGR_b23120
Rhizo5601	SM_b20327
Rhizo5601	Smed_3810
Rhizo5601	pRL120037
Rhizo7011	SM_b20275
Rhizo7011	Smed_3856
Rhizo5606	RHE_PF00213
Rhizo5606	NGR_b00020
Rhizo5606	SM_b20045
Rhizo5606	Smed_4090
Rhizo5606	pRL120002
Rhizo12263	pRL110182
Rhizo5607	RHE_PF00214
Rhizo5607	SM_b20046
Rhizo5607	NGR_b00010
Rhizo5607	Smed_4089
Rhizo5607	pRL120001
Rhizo969	RHE_CH00651
Rhizo969	NGR_c02660
Rhizo969	SMc03019
Rhizo969	Smed_0247
Rhizo969	RL0700
Rhizo969	mll2901
Rhizo5604	RHE_PF00211
Rhizo5604	SM_b20324
Rhizo5604	Smed_3813
Rhizo5604	NGR_b23150
Rhizo9234	NGR_b07760
Rhizo9234	mlr2623
Rhizo5605	RHE_PF00212
Rhizo5605	pRL120003
Rhizo13040	Smed_0185
Rhizo13041	Smed_0186
Rhizo13041	mlr7091
Rhizo13042	Smed_0188
Rhizo13042	mlr7094
Rhizo13043	Smed_0189
Rhizo13044	Smed_0204
Rhizo13045	Smed_0214
Rhizo13046	Smed_0217
Rhizo13047	Smed_0231
Rhizo13048	Smed_0267
Rhizo13049	Smed_0269
Rhizo3409	RHE_CH03141
Rhizo3409	NGR_c23970
Rhizo3409	RL3586
Rhizo3409	SM_b20874
Rhizo3409	Smed_4490
Rhizo14412	mll3139
Rhizo968	RHE_CH00650
Rhizo968	SMc03018
Rhizo968	Smed_0246
Rhizo968	NGR_c02650
Rhizo968	mll2899
Rhizo968	RL0699
Rhizo14413	mll3140
Rhizo14410	mlr3134
Rhizo14411	msr3137
Rhizo11688	RL3945
Rhizo1546	RHE_CH01239
Rhizo1546	SM_b21566
Rhizo1546	Smed_1281
Rhizo1546	mlr2394
Rhizo1546	NGR_b05100
Rhizo1546	pRL120642
Rhizo11689	RL3946
Rhizo14414	msl3142
Rhizo14415	msl3143
Rhizo13994	mlr1891
Rhizo15918	mll8034
Rhizo15919	mlr8035
Rhizo1468	RHE_CH01161
Rhizo1468	Smed_2893
Rhizo1468	SMc03087
Rhizo1468	NGR_c30850
Rhizo1468	pRL120068
Rhizo1469	RHE_CH01162
Rhizo1469	SMc04308
Rhizo1469	Smed_1764
Rhizo1469	mlr0493
Rhizo1469	RL1292
Rhizo3632	RHE_CH03367
Rhizo3632	RL3802
Rhizo1462	RHE_CH01154
Rhizo1462	SMc00037
Rhizo1462	Smed_0572
Rhizo1462	RL1287
Rhizo1462	NGR_c07120
Rhizo1462	mll7397
Rhizo1463	RHE_CH01156
Rhizo1463	Smed_2023
Rhizo1463	NGR_c20570
Rhizo1463	SMc01446
Rhizo1460	RHE_CH01151
Rhizo1461	RHE_CH01153
Rhizo1461	SM_b21357
Rhizo1461	Smed_4752
Rhizo1466	RHE_CH01159
Rhizo1466	SMc00038
Rhizo1466	Smed_0574
Rhizo1466	RL1290
Rhizo14418	mll3151
Rhizo1464	RHE_CH01157
Rhizo1464	NGR_b10990
Rhizo1465	RHE_CH01158
Rhizo1465	RL1289
Rhizo1465	mll7617
Rhizo6517	SMc01664
Rhizo6517	Smed_2199
Rhizo11139	RL1249
Rhizo6516	SMc01663
Rhizo6516	NGR_c21820
Rhizo6516	Smed_2198
Rhizo6516	mlr1280
Rhizo8838	NGR_a03730
Rhizo9534	NGR_b14830
Rhizo9535	NGR_b14840
Rhizo9536	NGR_b14850
Rhizo7359	SM_b21321
Rhizo7359	Smed_4718
Rhizo9530	NGR_b14790
Rhizo9531	NGR_b14800
Rhizo9532	NGR_b14810
Rhizo9533	NGR_b14820
Rhizo6513	SMc01660
Rhizo6513	NGR_c21770
Rhizo6513	Smed_2195
Rhizo9828	NGR_b23060
Rhizo9829	NGR_b23220
Rhizo9538	NGR_b14890
Rhizo9539	NGR_b14900
Rhizo6512	SMc01659
Rhizo6512	RL2713
Rhizo6512	Smed_2194
Rhizo6512	NGR_c21760
Rhizo4164	RHE_CH03916
Rhizo4164	SMc04403
Rhizo4164	NGR_c33160
Rhizo4164	Smed_3177
Rhizo4164	RL4507
Rhizo4164	mlr4139
Rhizo4165	RHE_CH03917
Rhizo4165	RL4508
Rhizo4166	RHE_CH03918
Rhizo4166	NGR_c33170
Rhizo4166	RL4509
Rhizo4166	SMc04404
Rhizo4167	RHE_CH03919
Rhizo4167	Smed_5564
Rhizo4167	NGR_b05710
Rhizo4160	RHE_CH03912
Rhizo4160	NGR_c32030
Rhizo4160	RL4503
Rhizo4160	msl4154
Rhizo4161	RHE_CH03913
Rhizo4161	SMc03239
Rhizo4161	NGR_c32020
Rhizo4161	RL4504
Rhizo4161	Smed_2974
Rhizo4161	mll4120
Rhizo4162	RHE_CH03914
Rhizo4162	Smed_2975
Rhizo4162	NGR_c32010
Rhizo4162	SMc03241
Rhizo4162	RL4505
Rhizo4162	mll4122
Rhizo4163	RHE_CH03915
Rhizo4163	SMc03242
Rhizo4163	Smed_2976
Rhizo4163	NGR_c32000
Rhizo4163	RL4506
Rhizo4163	mll4112
Rhizo12888	Smed_6101
Rhizo6510	SMc01649
Rhizo6510	mlr4389
Rhizo4168	RHE_CH03920
Rhizo4169	RHE_CH03921
Rhizo4169	NGR_b05580
Rhizo4169	Smed_5567
Rhizo8832	NGR_a03660
Rhizo8462	SMa1969
Rhizo8833	NGR_a03670
Rhizo964	RHE_CH00646
Rhizo964	NGR_c02610
Rhizo964	SMc03014
Rhizo964	RL0695
Rhizo964	Smed_0242
Rhizo964	mlr2928
Rhizo7350	SM_b21310
Rhizo7350	Smed_4707
Rhizo9798	NGR_b22680
Rhizo9798	RL2844
Rhizo9799	NGR_b22690
Rhizo9799	RL2843
Rhizo10245	NGR_c22310
Rhizo10245	RL2179
Rhizo7827	SMa0333
Rhizo10243	NGR_c22290
Rhizo10242	NGR_c22260
Rhizo10242	RL2151
Rhizo10241	NGR_c22240
Rhizo10536	pRL120133
Rhizo9790	NGR_b22560
Rhizo9791	NGR_b22570
Rhizo9792	NGR_b22580
Rhizo9793	NGR_b22590
Rhizo9794	NGR_b22600
Rhizo9794	mlr1020
Rhizo9795	NGR_b22640
Rhizo9796	NGR_b22650
Rhizo7357	SM_b21319
Rhizo7357	Smed_4716
Rhizo8469	SMa1990
Rhizo8469	Smed_2720
Rhizo8469	NGR_b10020
Rhizo2033	RHE_CH01736
Rhizo2033	NGR_c19610
Rhizo2033	RL1838
Rhizo2033	mll4858
Rhizo7822	SMa0322
Rhizo7822	Smed_5217
Rhizo7822	RL1970
Rhizo8468	SMa1979
Rhizo3439	RHE_CH03171
Rhizo3439	Smed_4468
Rhizo3439	SM_b20901
Rhizo3439	NGR_c24210
Rhizo3439	RL3623
Rhizo3439	mlr3714
Rhizo13725	mlr0988
Rhizo8835	NGR_a03700
Rhizo2035	RHE_CH01738
Rhizo2035	RL1842
Rhizo2035	NGR_b10950
Rhizo2035	mll1959
Rhizo2035	SMa0091
Rhizo2467	RHE_CH02184
Rhizo2467	SMc01025
Rhizo2467	NGR_c12770
Rhizo2467	Smed_1069
Rhizo2467	mll0606
Rhizo2467	RL2511
Rhizo2655	RHE_CH02373
Rhizo2655	SMc00156
Rhizo2655	NGR_c16980
Rhizo2655	RL2690
Rhizo2655	Smed_1569
Rhizo2655	mll0824
Rhizo2036	RHE_CH01739
Rhizo2036	RL1843
Rhizo2037	RHE_CH01740
Rhizo2037	RL0854
Rhizo2037	mll9619
Rhizo2037	SM_b21696
Rhizo2037	NGR_b14160
Rhizo5934	RHE_PF00543
Rhizo5934	Smed_5518
Rhizo5934	RL1851
Rhizo9908	NGR_c05870
Rhizo9908	Smed_6198
Rhizo4594	RHE_PB00048
Rhizo4594	NGR_c30450
Rhizo4594	Smed_4055
Rhizo4594	SM_b20082
Rhizo9279	NGR_b08370
Rhizo16304	mlr9317
Rhizo9278	NGR_b08360
Rhizo5749	RHE_PF00357
Rhizo5749	NGR_b06460
Rhizo5749	SMa2223
Rhizo16305	mll9319
Rhizo5747	RHE_PF00355
Rhizo5747	NGR_b06480
Rhizo5746	RHE_PF00354
Rhizo5746	NGR_b06230
Rhizo5746	pRL120607
Rhizo5746	Smed_5591
Rhizo5746	SMa1864
Rhizo5746	mll7031
Rhizo5745	RHE_PF00353
Rhizo5745	NGR_b06240
Rhizo5745	SMa1863
Rhizo5745	Smed_5592
Rhizo5745	mll7032
Rhizo5745	pRL120608
Rhizo5744	RHE_PF00352
Rhizo5744	NGR_b06250
Rhizo5744	SMa1862
Rhizo5744	Smed_5593
Rhizo5744	mll7033
Rhizo5744	pRL120609
Rhizo5743	RHE_PF00351
Rhizo5743	NGR_b06260
Rhizo5743	Smed_5594
Rhizo5743	pRL120610
Rhizo5743	mll7034
Rhizo5743	SMa1860
Rhizo5742	RHE_PF00350
Rhizo5742	Smed_5595
Rhizo5742	mll7035
Rhizo5742	pRL120611
Rhizo5742	SMa1857
Rhizo5741	RHE_PF00349
Rhizo5741	pRL120612
Rhizo5741	Smed_5596
Rhizo5741	SMa1855
Rhizo5741	mll7037
Rhizo5741	NGR_b06270
Rhizo5740	RHE_PF00348
Rhizo5740	SMa1853
Rhizo5740	Smed_5597
Rhizo5740	NGR_b06280
Rhizo5740	pRL120613
Rhizo5740	mll7039
Rhizo16307	mlr9323
Rhizo5280	RHE_PE00343
Rhizo5280	mlr3802
Rhizo5280	pRL110457
Rhizo16300	msl9405
Rhizo5281	RHE_PE00344
Rhizo5281	mlr3804
Rhizo5281	pRL110458
Rhizo5281	SMa0011
Rhizo16301	msr9313
Rhizo4083	RHE_CH03833
Rhizo4083	Smed_2573
Rhizo4083	NGR_c27330
Rhizo4083	SMc00682
Rhizo4083	RL4364
Rhizo4083	mlr3583
Rhizo16302	mll9315
Rhizo4082	RHE_CH03832
Rhizo4082	SMc00683
Rhizo4082	Smed_2572
Rhizo4082	NGR_c27320
Rhizo4082	RL4363
Rhizo4082	mll3581
Rhizo16303	mll9318
Rhizo2917	RHE_CH02644
Rhizo2917	NGR_b23550
Rhizo2917	SMc02018
Rhizo2917	Smed_0913
Rhizo2916	RHE_CH02643
Rhizo2916	NGR_b23540
Rhizo2915	RHE_CH02642
Rhizo2915	NGR_b23530
Rhizo2914	RHE_CH02641
Rhizo2914	NGR_b23520
Rhizo2914	SMa2053
Rhizo2913	RHE_CH02640
Rhizo2913	Smed_0911
Rhizo2913	NGR_b23510
Rhizo2913	SMa2051
Rhizo2913	mlr7624
Rhizo2912	RHE_CH02638
Rhizo2911	RHE_CH02637
Rhizo2910	RHE_CH02636
Rhizo2910	Smed_5150
Rhizo2910	RL3081
Rhizo2910	mlr2292
Rhizo14072	msl2078
Rhizo2919	RHE_CH02646
Rhizo2919	SM_b20448
Rhizo2919	NGR_b17790
Rhizo2919	Smed_3682
Rhizo2919	RL3089
Rhizo2919	mll6703
Rhizo2918	RHE_CH02645
Rhizo2918	RL3088
Rhizo2918	SM_b20447
Rhizo2918	Smed_3683
Rhizo2918	mll6708
Rhizo2918	NGR_b17780
Rhizo293	RHE_PD00310
Rhizo293	SMa0869
Rhizo293	Smed_6184
Rhizo293	NGR_a03410
Rhizo293	pRL100185
Rhizo293	mlr8755
Rhizo4499	RHE_PA00135
Rhizo4499	mll6151
Rhizo4499	SMc03982
Rhizo292	RHE_PD00308
Rhizo292	SMa0825
Rhizo292	NGR_a01130
Rhizo292	pRL100162
Rhizo292	Smed_6225
Rhizo292	mlr5905
Rhizo12269	pRL110189
Rhizo291	RHE_PD00307
Rhizo11114	RL1201
Rhizo11114	mlr6873
Rhizo11115	RL1202
Rhizo11116	RL1204
Rhizo11116	mll0238
Rhizo11117	RL1206
Rhizo11110	RL1197
Rhizo11111	RL1198
Rhizo11112	RL1199
Rhizo11113	RL1200
Rhizo297	RHE_PD00314
Rhizo297	SMa5029
Rhizo297	Smed_2860
Rhizo297	pRL110143
Rhizo297	mll6088
Rhizo11118	RL1208
Rhizo11119	RL1211
Rhizo296	RHE_PD00313
Rhizo296	pRL110144
Rhizo296	Smed_2861
Rhizo296	SMa0841
Rhizo296	mlr4020
Rhizo9722	NGR_b19960
Rhizo9722	Smed_1230
Rhizo295	RHE_PD00312
Rhizo16368	mlr9541
Rhizo16369	mll9542
Rhizo16366	mlr9539
Rhizo16367	mlr9540
Rhizo16364	msr9535
Rhizo16365	mll9538
Rhizo16362	mlr9533
Rhizo16363	msr9534
Rhizo16360	mll9530
Rhizo9056	NGR_b04530
Rhizo9055	NGR_b04520
Rhizo12878	Smed_6088
Rhizo12879	Smed_6089
Rhizo12876	Smed_6083
Rhizo12810	Smed_5896
Rhizo12874	Smed_6080
Rhizo12875	Smed_6081
Rhizo12872	Smed_6077
Rhizo12873	Smed_6079
Rhizo12870	Smed_6072
Rhizo12871	Smed_6073
Rhizo8043	SMa0806
Rhizo8043	Smed_6244
Rhizo8043	NGR_b01500
Rhizo11379	RL2274
Rhizo8041	SMa0787
Rhizo8041	mll6051
Rhizo8041	NGR_b16800
Rhizo8040	SMa0783
Rhizo8040	NGR_a02230
Rhizo8047	SMa5036
Rhizo8046	SMa0824
Rhizo8046	Smed_6226
Rhizo8045	SMa0810
Rhizo8045	Smed_6235
Rhizo8045	NGR_a01300
Rhizo8045	msl5852
Rhizo8044	SMa0809
Rhizo11370	RL2264
Rhizo11371	RL2265
Rhizo11371	Smed_4883
Rhizo8049	SMa0838
Rhizo8049	Smed_6217
Rhizo8048	SMa0835
Rhizo11374	RL2268
Rhizo11375	RL2269
Rhizo11376	RL2270
Rhizo11376	mlr6622
Rhizo11377	RL2271
Rhizo2653	RHE_CH02371
Rhizo2653	NGR_c16950
Rhizo2653	SMc00161
Rhizo2653	Smed_1566
Rhizo2653	mll0818
Rhizo2653	RL2688
Rhizo15990	msr8189
Rhizo5998	SMc02859
Rhizo5998	NGR_c35040
Rhizo5998	Smed_3391
Rhizo5998	mlr8147
Rhizo15991	mlr8191
Rhizo12818	Smed_5914
Rhizo2136	RHE_CH01842
Rhizo2136	NGR_c13920
Rhizo2136	SMc02050
Rhizo2136	Smed_1181
Rhizo2136	RL2062
Rhizo2136	mll1054
Rhizo15992	mll8194
Rhizo12819	Smed_5915
Rhizo6805	SMc03293
Rhizo15993	mll8195
Rhizo6804	SMc04428
Rhizo13653	msl0722
Rhizo15994	mlr8196
Rhizo6807	SMc03295
Rhizo15995	mll8197
Rhizo6806	SMc03294
Rhizo15996	mll8200
Rhizo6801	SMc03288
Rhizo15997	mll8201
Rhizo6800	SMc03286
Rhizo6803	SMc03290
Rhizo687	RHE_CH00363
Rhizo687	SMc01144
Rhizo687	Smed_0010
Rhizo687	NGR_c00100
Rhizo687	RL0380
Rhizo687	mlr4622
Rhizo6802	SMc03289
Rhizo198	RHE_PD00204
Rhizo199	RHE_PD00205
Rhizo12298	pRL110264
Rhizo12299	pRL110265
Rhizo190	RHE_PD00196
Rhizo190	NGR_b17340
Rhizo190	pRL100167
Rhizo190	mlr9643
Rhizo191	RHE_PD00197
Rhizo191	SMa0831
Rhizo191	NGR_a01080
Rhizo191	Smed_6221
Rhizo191	mlr5911
Rhizo192	RHE_PD00198
Rhizo192	SMa0873
Rhizo192	Smed_6181
Rhizo192	pRL100158
Rhizo192	mlr5909
Rhizo192	NGR_a01090
Rhizo193	RHE_PD00199
Rhizo193	Smed_6222
Rhizo193	SMa0830
Rhizo193	pRL100159
Rhizo193	NGR_a01100
Rhizo193	mlr5908
Rhizo194	RHE_PD00200
Rhizo194	NGR_a01110
Rhizo194	SMa0829
Rhizo194	Smed_6223
Rhizo194	pRL100160
Rhizo194	mlr5907
Rhizo12297	pRL110263
Rhizo196	RHE_PD00202
Rhizo197	RHE_PD00203
Rhizo197	SMc01811
Rhizo197	mlr5952
Rhizo7631	SM_b20672
Rhizo7631	mlr8216
Rhizo7631	Smed_4317
Rhizo7630	SM_b20671
Rhizo7630	Smed_4318
Rhizo7633	SM_b20677
Rhizo7633	NGR_b20380
Rhizo7633	Smed_4312
Rhizo7632	SM_b20673
Rhizo7632	mlr8214
Rhizo7632	Smed_4316
Rhizo7635	SM_b20680
Rhizo7635	NGR_b20410
Rhizo7635	RL3799
Rhizo7635	Smed_4309
Rhizo7634	SM_b20679
